# Nextprot proteins with GO term GO:0006355 » Regulation of transcription, DNA-templated, mapped in UniProt to Ensembl gene ids on June 3rd, 2015
From	To
P58304	ENSG00000119614
P11473	ENSG00000111424
P40337	ENSG00000134086
B2RUY7	ENSG00000174453
Q8N5D0	ENSG00000142784
P61964	ENSG00000196363
Q9GZS3	ENSG00000140395
P19544	ENSG00000184937
A6NIX2	ENSG00000142279
O76024	ENSG00000109501
Q969T9	ENSG00000132471
Q9BTA9	ENSG00000095787
Q9NZC7	ENSG00000186153
Q9GZV5	ENSG00000018408
P17861	ENSG00000100219
P13010	ENSG00000079246
P12956	ENSG00000196419
Q9Y2T7	ENSG00000006047
P16989	ENSG00000060138
Q9ULM3	ENSG00000163872
O95619	ENSG00000127337
P49750	ENSG00000119596
Q8IY57	ENSG00000015153
Q9H869	ENSG00000163374
Q9Y2K1	ENSG00000126804
Q96DT7	ENSG00000205189
O95625	ENSG00000066422
Q9Y330	ENSG00000206366
Q9Y330	ENSG00000204366
Q9Y330	ENSG00000234196
Q9Y330	ENSG00000237900
Q9Y330	ENSG00000234852
O43829	ENSG00000198081
Q05516	ENSG00000109906
Q13105	ENSG00000116809
Q99592	ENSG00000179456
Q8N680	ENSG00000181472
Q9HC78	ENSG00000181722
Q9ULJ3	ENSG00000173276
O15209	ENSG00000206280
O15209	ENSG00000229253
O15209	ENSG00000227780
O15209	ENSG00000236104
O15209	ENSG00000237056
O43167	ENSG00000112365
P24278	ENSG00000089775
Q9HCK0	ENSG00000171448
Q9H5J0	ENSG00000185670
Q9Y2Y4	ENSG00000011590
Q8NCN2	ENSG00000177125
Q5TC79	ENSG00000185278
Q8NAP3	ENSG00000177311
O15060	ENSG00000166860
Q9P1Z0	ENSG00000174282
Q9NUA8	ENSG00000184677
Q5SVQ8	ENSG00000177888
B2RXF5	ENSG00000179627
O43298	ENSG00000169155
Q8NCP5	ENSG00000196323
Q96K62	ENSG00000119574
Q86UZ6	ENSG00000130584
Q9UFB7	ENSG00000114853
P10074	ENSG00000204859
Q6ZSB9	ENSG00000168826
O15062	ENSG00000168795
Q15916	ENSG00000186130
O95365	ENSG00000178951
O15156	ENSG00000160685
Q96BR9	ENSG00000160062
Q8NAP8	ENSG00000273274
Q96C00	ENSG00000213588
Q96C00	ENSG00000236515
Q8NBB4	ENSG00000152467
Q96SZ4	ENSG00000130182
O43309	ENSG00000158691
Q9H4T2	ENSG00000196812
Q8TBC5	ENSG00000121413
Q7Z7L9	ENSG00000176371
P17040	ENSG00000121903
Q9Y5A6	ENSG00000166529
P10073	ENSG00000182318
Q3MJ62	ENSG00000187987
Q6NSZ9	ENSG00000197037
Q16670	ENSG00000197062
Q8IWY8	ENSG00000140265
Q86W11	ENSG00000186814
Q96LW9	ENSG00000235109
Q9NX65	ENSG00000140987
Q8NAM6	ENSG00000180532
Q9BUG6	ENSG00000131848
A6NJL1	ENSG00000197213
A6NGD5	ENSG00000204532
O15535	ENSG00000137185
Q96IU2	ENSG00000132846
P86452	ENSG00000257315
Q8N5P1	ENSG00000144161
Q8N5A5	ENSG00000197114
Q6PEW1	ENSG00000174460
P37275	ENSG00000148516
O60315	ENSG00000169554
O43257	ENSG00000106400
Q15649	ENSG00000273611
Q15649	ENSG00000278574
Q9C0A1	ENSG00000136367
Q15911	ENSG00000140836
Q86UP3	ENSG00000091656
Q9NZV7	ENSG00000269699
Q96PE6	ENSG00000141946
Q9ULJ6	ENSG00000108175
Q8NF64	ENSG00000122515
Q9UBW7	ENSG00000121741
Q15326	ENSG00000015171
Q9H091	ENSG00000141497
P21506	ENSG00000256223
Q8IYN0	ENSG00000197020
Q8IYN0	ENSG00000274746
Q8IZC7	ENSG00000181896
Q9UII5	ENSG00000196247
Q9UJU3	ENSG00000062370
Q8NC26	ENSG00000178150
Q03924	ENSG00000152926
P17014	ENSG00000164631
P58317	ENSG00000197961
Q15973	ENSG00000196418
P52739	ENSG00000172262
P52740	ENSG00000131849
P52736	ENSG00000125846
P52741	ENSG00000213762
P52742	ENSG00000176293
P52737	ENSG00000196646
P52744	ENSG00000197008
P17017	ENSG00000105708
P52738	ENSG00000196387
Q15928	ENSG00000131127
P52746	ENSG00000115568
P52747	ENSG00000166478
Q9UQR1	ENSG00000163848
Q9HCL3	ENSG00000142065
Q13106	ENSG00000179909
Q12901	ENSG00000204920
P51786	ENSG00000147117
P17020	ENSG00000170631
Q9HCG1	ENSG00000170949
P49910	ENSG00000197279
Q14929	ENSG00000175787
P17021	ENSG00000186272
Q15697	ENSG00000103343
Q9Y473	ENSG00000105497
Q13360	ENSG00000188629
P17022	ENSG00000154957
Q9UJW8	ENSG00000167384
Q2M3W8	ENSG00000197841
P17025	ENSG00000147118
Q99676	ENSG00000096654
O75820	ENSG00000136870
P17023	ENSG00000157429
O14628	ENSG00000005801
O14709	ENSG00000186448
O14709	ENSG00000281709
Q6P2D0	ENSG00000184517
Q9BSG1	ENSG00000275111
P17024	ENSG00000132010
P98182	ENSG00000010539
O95125	ENSG00000166261
O95201	ENSG00000122386
O43345	ENSG00000160321
Q13398	ENSG00000121417
Q9UDV6	ENSG00000170260
O14771	ENSG00000085644
Q9UL59	ENSG00000149050
Q9UL58	ENSG00000149054
O75362	ENSG00000171940
Q9P2Y4	ENSG00000165804
P17026	ENSG00000165512
Q9UK12	ENSG00000159885
Q9UK11	ENSG00000178386
Q9NZL3	ENSG00000267680
Q9UK10	ENSG00000256294
Q9NYT6	ENSG00000167380
Q86WZ6	ENSG00000131115
Q9UJW7	ENSG00000278318
P17027	ENSG00000167377
Q9UIE0	ENSG00000159882
Q9UNY5	ENSG00000167840
A6NK53	ENSG00000159915
Q14588	ENSG00000263002
Q14590	ENSG00000159917
Q9UL36	ENSG00000130856
Q16600	ENSG00000196793
P17028	ENSG00000172466
Q8NDW4	ENSG00000198105
P17030	ENSG00000175395
P15622	ENSG00000196150
Q9BRH9	ENSG00000198169
Q9BRH9	ENSG00000278062
O75346	ENSG00000256771
O75437	ENSG00000213096
Q9Y2P7	ENSG00000152454
Q9Y2Q1	ENSG00000197134
P17031	ENSG00000198393
Q3ZCT1	ENSG00000254004
O14978	ENSG00000006194
O43296	ENSG00000083844
Q14584	ENSG00000174652
Q14586	ENSG00000185947
Q14587	ENSG00000090612
Q14593	ENSG00000198039
Q9NSD4	ENSG00000063587
Q8N554	ENSG00000158805
Q9NRM2	ENSG00000198839
P17035	ENSG00000198538
P59817	ENSG00000169548
Q86YH2	ENSG00000275004
Q8ND82	ENSG00000056277
Q6N043	ENSG00000137871
Q9Y2X9	ENSG00000162702
Q9UDV7	ENSG00000170265
Q8N7M2	ENSG00000167637
Q2VY69	ENSG00000186026
Q96NJ3	ENSG00000267508
Q9HBT8	ENSG00000255104
Q9HBT8	ENSG00000187607
Q9HBT7	ENSG00000141040
Q8NHY6	ENSG00000196867
O60281	ENSG00000188994
Q8WUU4	ENSG00000170684
Q6ZN57	ENSG00000198939
P17036	ENSG00000166526
P17039	ENSG00000168661
Q96RE9	ENSG00000145908
Q9NR11	ENSG00000089335
Q9HCX3	ENSG00000131845
Q9Y2G7	ENSG00000120784
Q5JNZ3	ENSG00000197935
Q5JNZ3	ENSG00000169260
Q5JNZ3	ENSG00000225351
Q5JNZ3	ENSG00000235178
Q5JNZ3	ENSG00000235589
Q5JNZ3	ENSG00000223687
Q5JNZ3	ENSG00000233831
A6NFI3	ENSG00000205903
Q96PQ6	ENSG00000130803
Q5VUA4	ENSG00000171467
Q9P2F9	ENSG00000166188
P17041	ENSG00000169740
A2RRD8	ENSG00000182986
Q6U7Q0	ENSG00000181315
O75467	ENSG00000083812
Q6AW86	ENSG00000249471
Q86UD4	ENSG00000181894
Q9NQX6	ENSG00000130844
Q96JL9	ENSG00000160961
Q9HCZ1	ENSG00000198185
Q9H4Z2	ENSG00000198026
Q9Y3M9	ENSG00000130684
Q06730	ENSG00000189180
Q06732	ENSG00000196693
Q8IZ26	ENSG00000196378
Q9BYN7	ENSG00000131061
Q6P1L6	ENSG00000088876
Q14585	ENSG00000251247
Q96SE7	ENSG00000197937
P13682	ENSG00000169981
P13682	ENSG00000281306
Q9GZX5	ENSG00000256683
O60765	ENSG00000169131
Q96LW1	ENSG00000178338
Q86Y25	ENSG00000177932
Q9NW07	ENSG00000198816
Q5T0B9	ENSG00000160094
Q8N895	ENSG00000178175
Q7RTV3	ENSG00000165244
Q07352	ENSG00000185650
P47974	ENSG00000152518
P17032	ENSG00000075407
Q9Y6Q3	ENSG00000136866
Q96SR6	ENSG00000161298
Q8NA42	ENSG00000188283
Q8TF68	ENSG00000126746
Q96PM9	ENSG00000161642
Q9UJN7	ENSG00000124613
Q53GI3	ENSG00000160908
Q9H8N7	ENSG00000186918
Q96N95	ENSG00000186496
Q8NF99	ENSG00000186812
Q8TD17	ENSG00000197024
Q96NJ6	ENSG00000180787
P15822	ENSG00000095951
Q494X3	ENSG00000176222
Q9C0G0	ENSG00000215421
Q9H9D4	ENSG00000175213
P51814	ENSG00000147124
Q86VK4	ENSG00000119725
Q96IQ9	ENSG00000133250
Q09FC8	ENSG00000170954
Q9BWM5	ENSG00000083817
Q8TAU3	ENSG00000173480
Q8TF45	ENSG00000196724
Q96HQ0	ENSG00000105136
Q8N8Y5	ENSG00000264668
Q8N8Y5	ENSG00000181638
Q8TAQ5	ENSG00000197050
Q2M1K9	ENSG00000102935
Q6IV72	ENSG00000204947
Q9BUY5	ENSG00000130818
Q86V71	ENSG00000197013
Q96MM3	ENSG00000179059
P17038	ENSG00000198521
Q9H8G1	ENSG00000118620
Q8TF32	ENSG00000196705
O94892	ENSG00000256087
Q8N7K0	ENSG00000197647
Q9C0F3	ENSG00000125945
Q7Z4V0	ENSG00000183621
Q8NDP4	ENSG00000171291
P15621	ENSG00000197857
Q8IYI8	ENSG00000171295
Q8N8Z8	ENSG00000197044
Q9H7R0	ENSG00000198342
Q9Y2A4	ENSG00000180855
Q8N0Y2	ENSG00000167685
P59923	ENSG00000185219
P59923	ENSG00000280640
Q9NWS9	ENSG00000083838
Q6P9G9	ENSG00000173275
Q02386	ENSG00000124459
Q9Y4E5	ENSG00000112200
Q8N9F8	ENSG00000178187
Q14592	ENSG00000197714
Q8TAF7	ENSG00000197808
Q96JM2	ENSG00000148143
Q7Z7K2	ENSG00000181444
Q5VIY5	ENSG00000204604
Q96JG9	ENSG00000225614
Q6ECI4	ENSG00000197016
Q9BX82	ENSG00000196263
Q8WTR7	ENSG00000142528
Q96JC4	ENSG00000185177
Q96MX3	ENSG00000180035
Q8WV37	ENSG00000198464
Q8TF39	ENSG00000173258
Q5JVG2	ENSG00000127081
Q8NCK3	ENSG00000198298
Q96H40	ENSG00000256229
Q96MN9	ENSG00000265763
Q9ULM2	ENSG00000188033
Q8N8L2	ENSG00000177599
Q9P255	ENSG00000229676
Q6ZR52	ENSG00000196268
Q96IT1	ENSG00000162714
Q6ZNH5	ENSG00000174586
O60304	ENSG00000103199
Q96CX3	ENSG00000186446
Q96CX3	ENSG00000281661
Q8TBZ5	ENSG00000196653
Q8TBZ5	ENSG00000281448
Q96F45	ENSG00000165655
Q5JVG8	ENSG00000081665
Q8TCN5	ENSG00000168813
Q9Y2H8	ENSG00000081386
Q8NB15	ENSG00000198546
Q96ME7	ENSG00000243943
Q96KM6	ENSG00000196700
Q8N8E2	ENSG00000163795
Q96K75	ENSG00000144026
Q92618	ENSG00000101493
Q6ZMY9	ENSG00000197363
Q6AHZ1	ENSG00000177853
Q9C0D4	ENSG00000178163
Q8TB69	ENSG00000175322
Q96K83	ENSG00000198795
Q96C55	ENSG00000171443
Q8N782	ENSG00000203326
Q8TF50	ENSG00000167625
Q8NB42	ENSG00000189164
Q3MIS6	ENSG00000167555
Q6P280	ENSG00000186020
Q6P9A1	ENSG00000183647
Q9HCE3	ENSG00000074657
Q76KX8	ENSG00000198633
O15090	ENSG00000198597
Q8NDQ6	ENSG00000171817
Q9H0D2	ENSG00000118156
Q08ER8	ENSG00000178229
Q6NX49	ENSG00000198131
Q86UE3	ENSG00000187187
Q86UE3	ENSG00000281526
Q8IVP9	ENSG00000152433
Q8NEK5	ENSG00000188785
Q6P9A3	ENSG00000121406
Q7Z398	ENSG00000251369
Q7Z340	ENSG00000204519
Q9H707	ENSG00000178935
Q86TJ5	ENSG00000172006
Q8NEP9	ENSG00000186300
Q9HAH1	ENSG00000172000
Q8N988	ENSG00000130544
Q96NG5	ENSG00000167785
Q9BR84	ENSG00000188321
Q96MR9	ENSG00000198028
Q8N587	ENSG00000171469
Q6V9R5	ENSG00000171466
Q8TA94	ENSG00000188868
Q8TBZ8	ENSG00000249709
Q8N9K5	ENSG00000196357
Q969W8	ENSG00000186017
Q8N184	ENSG00000189042
Q3ZCX4	ENSG00000198453
Q5MCW4	ENSG00000196437
Q68EA5	ENSG00000171970
Q96NI8	ENSG00000171827
Q7Z3V5	ENSG00000180479
Q7Z3I7	ENSG00000180938
Q86YE8	ENSG00000189144
Q6ZN55	ENSG00000105732
Q86XF7	ENSG00000176472
Q9H609	ENSG00000124444
Q9BSK1	ENSG00000161551
Q96N58	ENSG00000258405
Q8NAF0	ENSG00000218891
Q9NU63	ENSG00000204644
Q9NU63	ENSG00000206510
Q9NU63	ENSG00000223858
Q9NU63	ENSG00000226858
Q9NU63	ENSG00000223852
Q9NU63	ENSG00000234669
Q9NU63	ENSG00000232099
Q9UK33	ENSG00000213015
Q9P0T4	ENSG00000171425
Q96NG8	ENSG00000018869
Q96ND8	ENSG00000198440
Q8IVC4	ENSG00000171574
Q6P3V2	ENSG00000196967
Q52M93	ENSG00000245680
Q9NXT0	ENSG00000083828
Q96SQ5	ENSG00000198466
E7ETH6	ENSG00000269343
Q86UQ0	ENSG00000164048
Q92610	ENSG00000166716
O00488	ENSG00000142684
Q96JF6	ENSG00000180626
Q8TC21	ENSG00000172748
Q96LX8	ENSG00000167981
Q96NL3	ENSG00000153896
Q6ZNG1	ENSG00000189190
Q86T29	ENSG00000196458
Q8WXB4	ENSG00000166704
Q96SK3	ENSG00000198182
Q8N9Z0	ENSG00000167554
Q8N823	ENSG00000213020
Q6PF04	ENSG00000176024
Q8N883	ENSG00000142556
Q8N8J6	ENSG00000197619
Q08AN1	ENSG00000204611
Q5T7W0	ENSG00000157657
Q8N2I2	ENSG00000177873
Q6ZNG0	ENSG00000177842
Q6ZSS3	ENSG00000172888
O75123	ENSG00000183309
Q9P2J8	ENSG00000197566
Q96I27	ENSG00000257591
Q68DY1	ENSG00000188171
Q7L945	ENSG00000198551
Q5EBL2	ENSG00000197483
Q9UEG4	ENSG00000102870
Q8NB50	ENSG00000196670
Q2M218	ENSG00000221994
Q14966	ENSG00000075292
Q9UID6	ENSG00000121864
Q96N77	ENSG00000167528
Q9H582	ENSG00000122482
O15015	ENSG00000167395
Q5T619	ENSG00000179930
Q9BS31	ENSG00000198093
Q9NPA5	ENSG00000020256
Q9NTW7	ENSG00000020256
Q9Y2D9	ENSG00000198740
Q96CK0	ENSG00000161914
Q8IZM8	ENSG00000175105
Q8N720	ENSG00000197343
Q5TYW1	ENSG00000274349
Q6AZW8	ENSG00000144792
Q6AZW8	ENSG00000280661
Q6ZS27	ENSG00000182983
Q8N3J9	ENSG00000179195
Q9H7R5	ENSG00000197497
Q5HYK9	ENSG00000198046
Q96K58	ENSG00000167394
Q96BR6	ENSG00000188295
Q9BS34	ENSG00000277462
Q8TAW3	ENSG00000083814
Q499Z4	ENSG00000171161
Q2M3X9	ENSG00000251192
Q8TD23	ENSG00000197372
Q8N7Q3	ENSG00000276219
Q8N7Q3	ENSG00000196109
Q86XU0	ENSG00000197928
Q5SXM1	ENSG00000181450
Q8IYX0	ENSG00000197123
Q8NEM1	ENSG00000173041
Q96N22	ENSG00000196172
O95780	ENSG00000197124
Q8IZ20	ENSG00000176083
Q5T5D7	ENSG00000117010
Q8N1G0	ENSG00000143373
P0C7X2	ENSG00000229809
Q96CS4	ENSG00000156853
Q9UC07	ENSG00000198429
Q9BU19	ENSG00000171163
Q8IW36	ENSG00000197472
Q9H7X3	ENSG00000185730
Q5TEC3	ENSG00000143067
Q32M78	ENSG00000196110
P17097	ENSG00000147789
Q9UC06	ENSG00000187792
Q9H0M5	ENSG00000196757
Q9NV72	ENSG00000167562
Q9H7S9	ENSG00000183779
Q6ZN79	ENSG00000196946
P0CH99	ENSG00000215343
Q96C28	ENSG00000181135
Q96C28	ENSG00000274352
P17019	ENSG00000182141
Q8N972	ENSG00000242852
Q8N972	ENSG00000196826
Q8N1W2	ENSG00000140548
Q9Y462	ENSG00000147180
Q8N859	ENSG00000178665
Q96N38	ENSG00000160352
A6NP11	ENSG00000182111
Q9BY31	ENSG00000227124
Q8TF20	ENSG00000182903
A6NNF4	ENSG00000213967
P0DKX0	ENSG00000269067
A6NN14	ENSG00000196350
B4DXR9	ENSG00000186777
B4DX44	ENSG00000234444
O75373	ENSG00000237440
Q16587	ENSG00000185252
Q8NDX6	ENSG00000139651
Q6NUN9	ENSG00000181220
O43361	ENSG00000186230
Q32MQ0	ENSG00000141579
Q96N20	ENSG00000162086
P51815	ENSG00000186376
P36508	ENSG00000065029
Q0D2J5	ENSG00000197054
Q96H86	ENSG00000169951
Q7L2R6	ENSG00000196417
Q5HY98	ENSG00000196214
Q9H5H4	ENSG00000169957
Q15935	ENSG00000175691
Q6IQ21	ENSG00000198146
Q7L3S4	ENSG00000179965
Q68DY9	ENSG00000197128
Q6PK81	ENSG00000152439
Q6NX45	ENSG00000196391
Q96BV0	ENSG00000196456
Q68DI1	ENSG00000152443
Q9ULD5	ENSG00000196453
Q96MU6	ENSG00000170100
O75290	ENSG00000197782
O75290	ENSG00000280568
Q9Y6R6	ENSG00000128000
Q9Y6R6	ENSG00000281601
Q8N8C0	ENSG00000196381
Q6ZMW2	ENSG00000196597
Q8NCA9	ENSG00000179922
A8K8V0	ENSG00000197162
Q8N393	ENSG00000197362
Q6DD87	ENSG00000142409
Q5FWF6	ENSG00000198556
Q15937	ENSG00000196152
Q6PG37	ENSG00000197863
Q3KP31	ENSG00000173875
Q3KQV3	ENSG00000180884
Q6ZN11	ENSG00000188227
Q96GE5	ENSG00000196466
P17098	ENSG00000278129
P51504	ENSG00000174255
Q2TB10	ENSG00000048405
Q5CZA5	ENSG00000204524
Q8N4W9	ENSG00000198482
P51508	ENSG00000197779
Q6ZN06	ENSG00000198346
Q0VGE8	ENSG00000180257
O75541	ENSG00000102984
P16415	ENSG00000197933
Q17R98	ENSG00000151612
Q3KNS6	ENSG00000185869
Q8N141	ENSG00000181007
P51522	ENSG00000167766
Q9Y2P0	ENSG00000127903
Q6ZNA1	ENSG00000196267
Q96EG3	ENSG00000152475
P51523	ENSG00000198040
Q6ZN19	ENSG00000197608
Q08AG5	ENSG00000223547
Q96IR2	ENSG00000213799
Q147U1	ENSG00000196605
Q03923	ENSG00000105750
Q03923	ENSG00000278091
A8MQ14	ENSG00000267041
Q6ZMS4	ENSG00000178917
Q6ZMS4	ENSG00000281626
A6NHJ4	ENSG00000197385
O60290	ENSG00000106479
P0CJ78	ENSG00000261221
C9JN71	ENSG00000257446
B4DU55	ENSG00000234284
Q6PDB4	ENSG00000221923
A8MT65	ENSG00000214029
Q03938	ENSG00000213988
Q8TF47	ENSG00000184939
Q05481	ENSG00000167232
Q03936	ENSG00000146757
A6NM28	ENSG00000189420
P35789	ENSG00000184635
A6NK75	ENSG00000197360
A8MXY4	ENSG00000213973
Q6ZN18	ENSG00000139154
Q9UKT9	ENSG00000161405
Q01954	ENSG00000169594
Q6ZN30	ENSG00000173068
Q86V15	ENSG00000130940
Q92784	ENSG00000205683
Q9H2S9	ENSG00000123411
Q99684	ENSG00000162676
Q5VTD9	ENSG00000165702
P08151	ENSG00000111087
P10070	ENSG00000074047
P10075	ENSG00000250571
Q8NBF1	ENSG00000174332
Q9BZE0	ENSG00000126603
Q9BZE0	ENSG00000274636
Q8NEA6	ENSG00000107249
Q9UKS7	ENSG00000030419
Q3SY52	ENSG00000171649
O95159	ENSG00000162300
Q92782	ENSG00000011332
Q15072	ENSG00000167635
Q9H5V7	ENSG00000095574
Q6DJT9	ENSG00000181690
Q9UM63	ENSG00000118495
Q9UPG8	ENSG00000126003
P14373	ENSG00000204713
P14373	ENSG00000215641
P14373	ENSG00000234495
P14373	ENSG00000237071
P14373	ENSG00000229006
Q13129	ENSG00000117000
O95863	ENSG00000124216
O43623	ENSG00000019549
Q3KNW1	ENSG00000185669
Q92785	ENSG00000133884
P17029	ENSG00000106261
Q63HK3	ENSG00000155592
Q9BRR0	ENSG00000189298
Q969J2	ENSG00000187626
Q9Y2L8	ENSG00000196652
Q9P0L1	ENSG00000196345
Q9P0L1	ENSG00000281894
Q15776	ENSG00000198315
Q9P243	ENSG00000066827
Q49AA0	ENSG00000187815
Q9UJL9	ENSG00000187801
Q8IX07	ENSG00000179588
Q8WW38	ENSG00000169946
Q15915	ENSG00000152977
O95409	ENSG00000043355
O60481	ENSG00000156925
Q96T25	ENSG00000139800
O75312	ENSG00000109917
Q2QGD7	ENSG00000070476
O95218	ENSG00000132485
Q9UKY1	ENSG00000165156
Q9Y6X8	ENSG00000178764
Q9H4I2	ENSG00000174306
Q9UHF7	ENSG00000104447
P17010	ENSG00000005889
P98168	ENSG00000198205
P98169	ENSG00000198455
P08048	ENSG00000067646
Q6PML9	ENSG00000014824
Q6ZMH5	ENSG00000139540
P21754	ENSG00000188372
Q8IYH5	ENSG00000036549
